Codcir;Codmun;Municipio;Mesa;Censo;Certif_alta;Certif_correc;Censo total;Votos_electores;Votos_interventores;Votos_totales;Votos_nulos;Votos_blancos;Geroa Bai;UPN;PSN;EH Bildu;UPyD;I-E;PP;Podemos;Ciudadanos;LN;Equo;PACMA;SAIn;RCN-NOK
31;201;Pamplona - Iruña;3-027 -A;582;0;0;582;424;0;424;5;16;72;162;37;26;3;12;17;44;19;1;4;3;2;1
31;201;Pamplona - Iruña;3-027 -B;612;0;0;612;446;0;446;2;7;58;198;39;16;4;16;28;44;25;0;7;1;0;1
31;201;Pamplona - Iruña;4-001 -A;564;1;0;565;329;0;329;0;6;35;197;15;24;0;9;19;15;4;0;3;0;1;1
31;201;Pamplona - Iruña;4-001 -B;567;0;0;567;347;0;347;3;8;42;172;23;24;1;16;23;21;9;0;2;3;0;0
31;201;Pamplona - Iruña;4-002 -A;715;0;0;715;505;0;505;4;10;64;196;56;59;4;12;25;52;13;0;3;1;3;3
31;201;Pamplona - Iruña;4-002 -B;726;0;0;726;483;0;483;5;5;83;181;34;51;3;12;34;56;11;1;3;1;0;3
31;201;Pamplona - Iruña;4-003 -A;572;0;0;572;415;0;415;2;4;68;158;49;36;1;16;14;44;10;2;2;3;5;1
31;201;Pamplona - Iruña;4-003 -B;524;0;0;524;382;0;382;2;4;56;154;50;22;0;16;20;35;13;1;3;1;2;3
31;201;Pamplona - Iruña;4-004 -A;415;0;0;415;337;0;337;1;8;41;184;14;13;10;11;16;15;16;2;5;1;0;0
31;201;Pamplona - Iruña;4-004 -B;435;0;0;435;334;0;334;2;5;41;187;17;19;2;7;23;11;16;0;3;0;0;1
31;201;Pamplona - Iruña;4-005 -A;464;0;0;464;337;0;337;3;9;58;135;26;31;1;12;14;37;7;1;1;0;2;0
31;201;Pamplona - Iruña;4-005 -B;530;0;0;530;391;0;391;5;4;58;163;37;29;2;14;19;39;16;0;2;0;1;2
31;201;Pamplona - Iruña;4-006 -U;688;0;0;688;539;0;539;0;6;63;303;22;25;1;8;47;25;24;4;6;1;3;1
31;201;Pamplona - Iruña;4-007 -A;519;0;0;519;413;0;413;1;5;74;210;26;21;0;10;25;23;10;2;2;1;1;2
31;201;Pamplona - Iruña;4-007 -B;522;0;0;522;400;0;400;1;16;60;181;21;19;1;12;22;38;17;0;7;1;2;2
31;201;Pamplona - Iruña;4-008 -A;704;0;0;704;551;0;551;3;8;112;218;46;45;1;18;19;50;20;0;5;1;5;0
31;201;Pamplona - Iruña;4-008 -B;680;0;0;680;542;0;542;4;10;91;219;45;42;5;16;18;57;22;3;4;3;2;1
31;201;Pamplona - Iruña;4-009 -A;394;0;0;394;295;0;295;2;4;52;120;27;23;2;12;15;27;5;0;4;1;0;1
31;201;Pamplona - Iruña;4-009 -B;359;0;0;359;231;0;231;2;5;43;80;28;20;1;5;15;21;9;0;0;0;1;1
31;201;Pamplona - Iruña;4-010 -A;666;0;0;666;526;0;526;8;10;83;215;44;66;0;10;17;47;16;3;4;1;1;1
31;201;Pamplona - Iruña;4-010 -B;642;0;0;642;502;0;502;1;15;71;216;55;35;1;20;24;41;15;0;1;2;2;3
31;201;Pamplona - Iruña;4-011 -A;546;0;0;546;356;0;356;5;2;56;110;36;48;1;16;10;57;9;0;2;2;2;0
31;201;Pamplona - Iruña;4-011 -B;548;0;0;548;348;0;348;1;2;55;118;53;44;2;11;12;37;5;0;0;2;3;3
31;201;Pamplona - Iruña;4-012 -A;411;0;0;411;206;0;206;2;2;17;25;51;47;0;3;6;37;5;1;2;3;1;4
31;201;Pamplona - Iruña;4-012 -B;430;0;0;430;208;0;208;2;2;18;32;59;24;1;8;9;44;0;0;2;3;1;3
31;201;Pamplona - Iruña;4-013 -A;541;0;0;541;310;0;310;4;5;40;73;55;32;1;12;13;60;8;0;0;2;4;1
31;201;Pamplona - Iruña;4-013 -B;570;0;0;570;337;0;337;1;4;54;67;54;44;4;12;12;60;13;1;3;4;3;1
31;201;Pamplona - Iruña;4-014 -A;546;0;0;546;414;0;414;4;9;72;169;26;37;1;10;17;43;15;1;3;3;4;0
31;201;Pamplona - Iruña;4-014 -B;577;0;0;577;454;0;454;4;9;79;171;41;27;1;16;27;50;14;1;6;3;0;5
31;201;Pamplona - Iruña;4-015 -A;476;0;0;476;346;0;346;1;5;61;157;29;31;1;7;12;25;10;0;1;3;2;1
31;201;Pamplona - Iruña;4-015 -B;485;0;0;485;349;0;349;1;3;63;142;31;38;1;10;16;26;9;1;5;0;3;0
31;201;Pamplona - Iruña;4-016 -U;602;0;0;602;488;0;488;6;13;81;234;35;23;3;8;18;38;17;1;3;2;5;1
31;201;Pamplona - Iruña;4-017 -A;535;0;0;535;400;0;400;1;9;69;164;31;28;3;9;13;48;14;3;1;0;7;0
31;201;Pamplona - Iruña;4-017 -B;493;0;0;493;373;0;373;3;14;55;167;32;26;5;4;9;39;13;0;3;0;3;0
31;201;Pamplona - Iruña;4-017 -C;496;0;0;496;357;0;357;2;6;48;166;26;31;3;10;18;26;6;1;5;2;6;1
31;201;Pamplona - Iruña;4-018 -A;538;0;0;538;410;0;410;3;5;75;168;32;30;2;14;21;38;13;2;1;1;3;2
31;201;Pamplona - Iruña;4-018 -B;557;0;0;557;429;0;429;3;8;68;189;46;26;2;10;15;41;11;0;5;4;1;0
31;201;Pamplona - Iruña;4-018 -C;475;0;0;475;351;0;351;2;4;71;135;34;19;1;7;15;44;12;0;2;1;2;2
31;201;Pamplona - Iruña;4-019 -A;545;0;0;545;428;0;428;0;3;93;163;41;42;0;16;17;40;8;1;2;0;2;0
31;201;Pamplona - Iruña;4-019 -B;496;0;0;496;367;0;367;4;5;63;150;37;32;0;7;10;36;14;0;3;1;2;3
31;201;Pamplona - Iruña;4-020 -A;424;0;0;424;318;0;318;1;8;65;118;25;27;1;10;11;36;9;2;4;0;1;0
31;201;Pamplona - Iruña;4-020 -B;413;0;0;413;322;0;322;2;5;47;130;36;23;0;3;12;36;18;0;3;5;2;0
31;201;Pamplona - Iruña;4-021 -A;577;0;0;577;434;0;434;5;9;80;98;47;71;4;13;13;64;17;7;4;1;1;0
31;201;Pamplona - Iruña;4-021 -B;607;0;0;607;449;0;449;6;15;79;77;41;79;4;23;12;73;21;4;6;6;0;3
31;201;Pamplona - Iruña;4-021 -C;550;0;0;550;419;0;419;4;21;92;101;38;53;2;18;13;56;13;0;4;1;1;2
31;201;Pamplona - Iruña;4-022 -A;404;0;0;404;299;0;299;1;5;62;101;22;34;1;14;11;29;10;0;4;1;3;1
31;201;Pamplona - Iruña;4-022 -B;372;0;0;372;268;0;268;4;6;47;91;35;26;1;6;14;23;7;0;2;2;4;0
31;201;Pamplona - Iruña;4-024 -A;673;0;0;673;539;0;539;1;8;68;266;47;37;4;12;34;32;22;3;3;1;1;0
31;201;Pamplona - Iruña;4-024 -B;599;0;0;599;492;0;492;1;7;71;247;47;20;0;10;27;37;19;0;5;0;0;1
31;201;Pamplona - Iruña;4-025 -A;549;0;0;549;406;0;406;3;9;93;100;32;68;0;27;14;46;6;0;2;3;2;1
31;201;Pamplona - Iruña;4-025 -B;607;0;0;607;415;0;415;5;5;92;85;44;79;0;18;9;50;19;2;1;3;1;2
31;201;Pamplona - Iruña;4-025 -C;572;0;0;572;398;0;398;1;9;81;93;43;58;0;14;8;62;14;3;4;4;1;3
31;201;Pamplona - Iruña;4-026 -A;521;0;0;521;326;0;326;2;6;47;95;34;41;4;12;18;47;13;1;0;2;1;3
31;201;Pamplona - Iruña;4-026 -B;608;0;0;608;385;0;385;2;2;69;96;48;37;5;15;20;62;15;1;5;4;1;3
31;201;Pamplona - Iruña;4-026 -C;582;0;0;582;356;0;356;6;8;52;87;46;29;4;15;18;56;23;0;5;3;2;2
31;201;Pamplona - Iruña;5-001 -A;409;0;0;409;264;0;264;2;5;22;112;21;10;6;8;43;15;11;0;3;1;1;4
31;201;Pamplona - Iruña;5-001 -B;383;0;0;383;243;0;243;2;5;26;79;16;20;5;3;43;20;13;0;4;3;1;3
31;201;Pamplona - Iruña;5-002 -U;757;0;0;757;439;0;439;6;4;97;100;54;75;3;21;7;54;5;0;1;4;5;3
31;201;Pamplona - Iruña;5-003 -U;638;0;0;638;395;0;395;3;3;67;111;37;38;4;16;24;54;21;0;6;1;10;0
31;201;Pamplona - Iruña;5-004 -A;455;0;0;455;282;0;282;1;5;39;73;32;54;1;15;3;45;6;2;1;3;0;2
31;201;Pamplona - Iruña;5-004 -B;460;0;0;460;293;0;293;0;8;50;70;38;52;1;20;10;34;2;1;0;3;2;2
31;201;Pamplona - Iruña;5-005 -A;426;0;0;426;254;0;254;1;5;38;52;34;46;0;13;8;46;7;0;2;2;0;0
31;201;Pamplona - Iruña;5-005 -B;393;0;0;393;220;0;220;2;3;39;60;27;29;0;9;11;26;6;0;3;2;2;1
31;201;Pamplona - Iruña;5-006 -A;498;0;0;498;303;0;303;2;5;35;65;43;65;1;11;14;41;6;1;7;3;1;3
31;201;Pamplona - Iruña;5-006 -B;477;0;0;477;236;0;236;3;3;34;58;45;32;0;3;12;28;6;4;5;0;2;1
31;201;Pamplona - Iruña;5-007 -A;639;0;0;639;436;0;436;4;6;73;94;57;77;3;14;18;68;18;0;1;0;3;0
31;201;Pamplona - Iruña;5-007 -B;625;0;0;625;383;0;383;2;5;68;91;44;51;2;20;13;53;16;2;7;4;4;1
31;201;Pamplona - Iruña;5-008 -A;827;0;0;827;590;0;590;6;7;112;201;45;59;4;16;32;75;18;0;4;3;5;3
31;201;Pamplona - Iruña;5-008 -B;855;0;0;855;614;0;614;1;7;87;221;50;61;3;14;29;94;28;2;12;4;0;1
31;201;Pamplona - Iruña;5-009 -A;770;0;0;770;578;0;578;3;9;98;247;36;60;3;18;20;50;19;0;5;3;3;4
31;201;Pamplona - Iruña;5-009 -B;759;0;0;759;546;0;546;4;9;93;214;37;50;4;22;19;59;24;1;2;2;2;4
31;201;Pamplona - Iruña;5-010 -A;541;0;0;541;350;0;350;0;3;67;113;33;44;3;9;12;51;9;0;2;2;0;2
31;201;Pamplona - Iruña;5-010 -B;579;0;0;579;393;0;393;4;5;83;99;50;44;1;11;26;54;8;0;4;0;1;3
31;201;Pamplona - Iruña;5-011 -A;573;0;0;573;418;0;418;3;2;79;126;44;40;1;20;14;52;22;1;4;4;5;1
31;201;Pamplona - Iruña;5-011 -B;519;0;0;519;344;0;344;3;3;58;107;29;32;2;24;11;56;12;0;5;0;1;1
31;201;Pamplona - Iruña;5-012 -A;422;0;0;422;252;0;252;1;2;43;53;28;37;4;6;12;46;11;4;1;3;1;0
31;201;Pamplona - Iruña;5-012 -B;422;0;0;422;245;0;245;0;1;44;48;32;36;1;9;12;49;7;2;2;1;1;0
31;201;Pamplona - Iruña;6-001 -A;569;0;0;569;377;0;377;2;5;71;85;29;79;1;11;14;64;5;1;6;0;2;2
31;201;Pamplona - Iruña;6-001 -B;602;0;0;602;398;0;398;0;9;92;71;30;101;2;8;10;60;6;3;1;3;0;2
31;201;Pamplona - Iruña;6-002 -A;729;0;0;729;462;0;462;5;6;84;78;64;68;1;23;20;89;10;1;2;5;2;4
31;201;Pamplona - Iruña;6-002 -B;697;0;0;697;454;0;454;7;1;74;95;62;65;0;28;16;87;7;2;4;1;0;5
31;201;Pamplona - Iruña;6-003 -A;428;0;0;428;289;0;289;3;1;53;32;32;98;1;12;11;39;2;3;0;2;0;0
31;201;Pamplona - Iruña;6-003 -B;375;0;0;375;234;0;234;1;4;51;20;33;71;0;10;3;38;1;0;0;2;0;0
31;201;Pamplona - Iruña;6-004 -A;358;0;0;358;248;0;248;2;2;50;31;34;67;0;7;7;40;2;0;1;3;1;1
31;201;Pamplona - Iruña;6-004 -B;388;0;0;388;267;0;267;4;2;48;36;34;80;0;13;2;39;5;0;2;1;1;0
31;201;Pamplona - Iruña;6-005 -A;400;0;0;400;282;0;282;5;6;54;55;34;66;1;10;12;28;7;0;2;0;1;1
31;201;Pamplona - Iruña;6-005 -B;437;0;0;437;296;0;296;4;4;64;61;31;52;1;14;7;44;9;0;3;0;0;2
31;201;Pamplona - Iruña;6-006 -A;407;0;0;407;299;0;299;1;1;58;44;22;95;0;16;4;52;4;0;2;0;0;0
31;201;Pamplona - Iruña;6-006 -B;396;0;0;396;289;0;289;0;2;82;22;29;96;0;11;4;39;0;1;1;2;0;0
31;201;Pamplona - Iruña;6-007 -A;743;0;0;743;533;0;533;2;7;126;63;51;150;0;22;5;92;5;1;6;0;1;2
31;201;Pamplona - Iruña;6-007 -B;732;0;0;732;555;0;555;5;9;109;88;60;126;3;23;15;94;11;1;6;0;0;5
31;201;Pamplona - Iruña;6-009 -U;629;0;0;629;421;0;421;4;5;64;71;54;109;1;20;13;61;7;3;4;3;0;2
31;201;Pamplona - Iruña;6-010 -A;538;0;0;538;394;0;394;0;6;64;78;59;95;3;18;7;52;4;2;2;2;1;1
31;201;Pamplona - Iruña;6-010 -B;480;0;0;480;335;0;335;1;3;57;82;39;67;0;12;19;43;3;2;4;0;1;2
31;201;Pamplona - Iruña;6-011 -U;602;0;0;602;349;0;349;3;1;63;64;47;87;1;13;9;50;2;3;2;3;1;0
31;201;Pamplona - Iruña;6-012 -A;620;0;0;620;462;0;462;7;3;103;60;50;119;1;20;11;76;4;0;2;4;0;2
31;201;Pamplona - Iruña;6-012 -B;603;0;0;603;462;0;462;5;0;137;45;51;99;2;20;13;75;4;0;3;6;1;1
31;201;Pamplona - Iruña;6-013 -A;415;0;0;415;272;0;272;0;1;47;51;39;57;2;14;12;41;3;0;2;0;0;3
31;201;Pamplona - Iruña;6-013 -B;432;0;0;432;267;0;267;3;4;39;50;44;39;1;22;6;52;1;1;2;0;0;3
31;201;Pamplona - Iruña;6-014 -U;724;0;0;724;506;0;506;0;4;70;96;56;137;1;30;15;81;6;3;2;1;2;2
31;201;Pamplona - Iruña;6-015 -A;540;0;0;540;372;0;372;10;6;55;82;38;65;1;14;12;71;8;0;1;1;6;2
31;201;Pamplona - Iruña;6-015 -B;512;0;0;512;347;0;347;2;6;50;86;52;50;0;13;17;56;8;1;2;1;2;1
31;201;Pamplona - Iruña;6-016 -A;787;0;0;787;573;0;573;3;7;117;107;45;103;3;25;13;103;22;3;4;8;1;9
31;201;Pamplona - Iruña;6-016 -B;872;0;0;872;623;0;623;6;3;105;114;55;119;2;26;10;147;16;1;6;9;1;3
31;201;Pamplona - Iruña;7-001 -A;462;0;0;462;291;0;291;1;1;57;44;42;48;2;11;4;68;6;0;0;3;1;3
31;201;Pamplona - Iruña;7-001 -B;437;0;0;437;273;0;273;0;6;58;49;41;38;0;9;4;61;2;0;0;3;0;2
31;201;Pamplona - Iruña;7-002 -A;510;0;0;510;298;0;298;2;6;52;49;39;53;0;10;11;60;9;3;0;3;0;1
31;201;Pamplona - Iruña;7-002 -B;475;0;0;475;297;0;297;4;5;52;34;45;53;2;11;9;62;8;1;6;1;2;2
31;201;Pamplona - Iruña;7-002 -C;524;0;0;524;312;0;312;1;6;55;37;49;48;3;9;8;78;4;0;4;5;0;5
31;201;Pamplona - Iruña;7-003 -A;603;0;0;603;378;0;378;3;1;65;60;50;76;2;18;13;65;11;0;4;4;1;5
31;201;Pamplona - Iruña;7-003 -B;621;0;0;621;408;0;408;2;0;57;41;78;91;0;21;9;88;5;1;3;6;1;5
31;201;Pamplona - Iruña;7-004 -A;398;0;0;398;229;0;229;2;4;30;48;29;34;2;6;7;55;6;1;2;3;0;0
31;201;Pamplona - Iruña;7-004 -B;410;0;0;410;261;0;261;1;2;45;45;35;52;1;10;10;51;7;0;0;1;0;1
31;201;Pamplona - Iruña;7-005 -A;505;0;0;505;389;0;389;1;6;96;71;32;78;1;19;11;53;13;1;3;2;1;1
31;201;Pamplona - Iruña;7-005 -B;582;0;0;582;431;0;431;2;7;108;68;37;79;1;14;17;72;16;0;4;3;3;0
31;201;Pamplona - Iruña;7-005 -C;541;0;0;541;385;0;385;3;4;85;68;46;66;2;12;5;68;16;1;6;1;0;2
31;201;Pamplona - Iruña;7-006 -A;609;0;0;609;430;0;430;9;4;90;45;50;89;4;22;7;84;13;3;3;5;1;1
31;201;Pamplona - Iruña;7-006 -B;664;0;0;664;471;0;471;6;5;104;67;60;97;1;14;14;83;9;0;3;3;3;2
31;201;Pamplona - Iruña;7-006 -C;656;0;0;656;445;0;445;5;7;103;67;56;76;4;18;13;69;12;1;4;5;2;3
31;201;Pamplona - Iruña;7-007 -A;634;1;0;635;419;0;419;4;7;77;59;43;93;2;19;4;87;12;2;3;3;1;3
31;201;Pamplona - Iruña;7-007 -B;718;0;0;718;488;0;488;1;7;116;60;43;101;2;22;17;106;6;0;1;5;0;1
31;201;Pamplona - Iruña;7-007 -C;631;0;0;631;421;0;421;5;6;70;45;50;99;1;18;9;98;9;0;6;3;0;2
31;201;Pamplona - Iruña;7-008 -A;544;0;0;544;352;0;352;4;4;65;51;57;71;3;13;7;63;7;2;3;1;0;1
31;201;Pamplona - Iruña;7-008 -B;597;0;0;597;380;0;380;2;5;79;66;55;62;0;26;11;60;6;1;0;2;2;3
31;201;Pamplona - Iruña;7-009 -A;577;0;0;577;350;0;350;3;2;61;80;42;49;4;11;13;63;19;0;1;1;1;0
31;201;Pamplona - Iruña;7-009 -B;678;0;0;678;424;0;424;2;8;91;91;37;41;1;19;18;74;21;0;4;13;3;1
31;201;Pamplona - Iruña;7-009 -C;632;0;0;632;393;0;393;1;7;68;77;36;54;2;23;15;81;17;0;5;5;2;0
31;201;Pamplona - Iruña;7-010 -A;674;0;0;674;405;0;405;3;8;74;42;51;75;0;23;15;92;14;0;3;2;0;3
31;201;Pamplona - Iruña;7-010 -B;784;0;0;784;451;0;451;0;5;78;63;73;67;2;27;22;93;10;0;1;5;1;4
31;201;Pamplona - Iruña;7-011 -A;493;0;0;493;314;0;314;1;4;43;55;62;46;0;23;12;57;3;0;2;3;1;2
31;201;Pamplona - Iruña;7-011 -B;579;0;0;579;343;0;343;0;2;62;58;63;48;2;19;16;63;7;1;2;0;0;0
31;201;Pamplona - Iruña;7-011 -C;594;0;0;594;385;0;385;0;4;60;55;73;51;3;25;23;72;10;1;1;3;2;2
31;201;Pamplona - Iruña;7-012 -A;558;0;0;558;380;0;380;6;6;55;68;76;71;1;15;12;59;3;1;2;2;2;1
31;201;Pamplona - Iruña;7-012 -B;580;0;0;580;386;0;386;4;3;66;63;63;60;3;30;16;66;8;0;0;2;1;1
31;201;Pamplona - Iruña;7-013 -A;410;0;0;410;290;0;290;2;0;47;48;52;37;2;20;16;56;7;0;1;1;1;0
31;201;Pamplona - Iruña;7-013 -B;415;0;0;415;287;0;287;5;4;36;43;54;36;2;9;11;75;6;1;1;2;0;2
31;201;Pamplona - Iruña;7-014 -A;561;0;0;561;351;0;351;0;7;56;66;65;50;0;14;14;64;10;0;0;3;1;1
31;201;Pamplona - Iruña;7-014 -B;530;0;0;530;317;0;317;3;6;39;66;58;39;1;15;11;68;3;0;0;2;5;1
31;201;Pamplona - Iruña;7-015 -A;576;0;0;576;418;0;418;5;7;73;73;61;65;3;19;14;75;11;1;2;3;1;5
31;201;Pamplona - Iruña;7-015 -B;626;0;0;626;416;0;416;3;5;79;80;59;60;0;19;9;83;13;0;3;2;0;1
31;201;Pamplona - Iruña;7-016 -U;718;0;0;718;456;0;456;3;1;71;88;87;66;5;19;20;78;5;1;2;6;0;4
31;201;Pamplona - Iruña;7-017 -U;551;0;0;551;379;0;379;3;3;69;62;76;49;0;11;10;82;7;2;2;0;1;2
31;201;Pamplona - Iruña;7-018 -A;539;0;0;539;369;0;369;2;3;84;58;46;79;0;14;13;57;9;1;0;1;0;2
31;201;Pamplona - Iruña;7-018 -B;497;0;0;497;329;0;329;2;3;82;53;41;59;0;13;9;59;3;0;2;3;0;0
31;201;Pamplona - Iruña;7-019 -A;691;0;0;691;496;0;496;5;5;81;76;54;116;4;25;11;98;8;1;4;3;1;4
31;201;Pamplona - Iruña;7-019 -B;765;0;0;765;527;0;527;8;11;88;90;75;89;3;32;9;97;11;2;5;2;0;5
31;201;Pamplona - Iruña;7-020 -A;597;0;0;597;420;0;420;5;4;75;86;46;47;2;22;10;92;19;2;4;1;2;3
31;201;Pamplona - Iruña;7-020 -B;689;0;0;689;466;0;466;4;4;86;73;57;72;1;22;12;104;20;1;3;5;2;0
31;201;Pamplona - Iruña;7-021 -A;465;0;0;465;304;0;304;1;4;69;36;32;48;1;15;10;70;11;1;1;3;1;1
31;201;Pamplona - Iruña;7-021 -B;475;0;0;475;327;0;327;1;5;83;37;40;62;0;8;13;74;1;0;1;1;0;1
31;201;Pamplona - Iruña;7-022 -A;548;0;0;548;371;0;371;4;6;94;73;30;56;2;17;9;56;18;0;2;1;2;1
31;201;Pamplona - Iruña;7-022 -B;561;0;0;561;389;0;389;4;7;95;56;33;52;1;22;8;83;18;2;2;5;0;1
31;201;Pamplona - Iruña;7-023 -A;719;0;0;719;428;0;428;1;10;93;59;50;47;6;22;17;85;26;2;1;5;0;4
31;201;Pamplona - Iruña;7-023 -B;712;0;0;712;421;0;421;3;5;83;76;41;64;3;29;5;80;17;1;3;8;3;3
31;201;Pamplona - Iruña;7-023 -C;594;0;0;594;366;0;366;3;7;85;48;38;46;2;14;5;81;20;0;6;0;3;8
31;201;Pamplona - Iruña;7-023 -D;815;0;0;815;478;0;478;4;8;82;80;38;75;2;21;15;112;29;1;6;3;1;1
31;201;Pamplona - Iruña;8-001 -A;506;0;0;506;352;0;352;3;5;79;47;34;57;1;16;7;88;10;0;1;3;1;0
31;201;Pamplona - Iruña;8-001 -B;578;0;0;578;414;0;414;5;8;64;54;41;68;4;21;7;109;11;1;13;3;1;4
31;201;Pamplona - Iruña;8-002 -A;620;0;0;620;468;0;468;5;6;118;77;35;92;1;23;8;76;10;3;4;5;1;4
31;201;Pamplona - Iruña;8-002 -B;675;0;0;675;499;0;499;7;9;99;98;42;72;3;18;13;98;19;2;3;7;5;4
31;201;Pamplona - Iruña;8-002 -C;649;0;0;649;462;0;462;3;10;98;78;38;70;4;17;17;99;10;1;2;4;7;4
31;201;Pamplona - Iruña;8-003 -A;593;0;0;593;430;0;430;4;6;105;49;40;65;6;24;6;97;10;2;7;6;1;2
31;201;Pamplona - Iruña;8-003 -B;699;0;0;699;512;0;512;5;1;131;65;51;73;4;15;14;119;20;1;2;5;0;6
31;201;Pamplona - Iruña;8-003 -C;669;0;0;669;487;0;487;1;2;89;71;58;78;1;27;13;113;21;1;7;3;1;1
31;201;Pamplona - Iruña;8-004 -A;589;0;0;589;441;0;441;4;12;99;48;37;87;1;20;9;101;11;3;5;3;0;1
31;201;Pamplona - Iruña;8-004 -B;544;0;0;544;405;0;405;2;5;85;71;38;73;3;24;9;81;6;1;4;1;1;1
31;201;Pamplona - Iruña;8-005 -A;489;0;0;489;370;0;370;3;6;94;60;39;47;1;26;7;64;11;1;4;1;2;4
31;201;Pamplona - Iruña;8-005 -B;473;0;0;473;362;0;362;3;5;86;59;35;42;2;17;9;74;13;5;3;5;1;3
31;201;Pamplona - Iruña;8-006 -A;486;0;0;486;341;0;341;2;7;64;90;36;25;3;18;9;59;11;1;8;3;3;2
31;201;Pamplona - Iruña;8-006 -B;514;0;0;514;379;0;379;2;13;57;89;39;31;8;12;19;67;26;2;2;6;2;4
31;202;Peralta - Azkoien;1-001 -A;393;0;0;393;272;0;272;4;7;15;128;43;13;1;10;13;26;6;0;2;2;0;2
31;202;Peralta - Azkoien;1-001 -B;452;0;0;452;302;0;302;7;11;21;123;60;9;2;9;17;31;7;0;1;1;1;2
31;202;Peralta - Azkoien;1-002 -A;699;0;0;699;513;0;513;14;15;60;163;103;12;3;34;15;79;9;0;1;2;0;3
31;202;Peralta - Azkoien;1-002 -B;665;0;0;665;502;0;502;4;15;49;171;94;24;3;35;14;77;12;1;0;2;0;1
31;202;Peralta - Azkoien;2-001 -A;709;0;0;709;542;0;542;9;15;45;217;84;23;4;31;11;70;21;0;4;4;2;2
31;202;Peralta - Azkoien;2-001 -B;711;0;0;711;556;0;556;6;22;35;236;86;12;4;18;25;81;27;0;2;1;0;1
31;202;Peralta - Azkoien;2-001 -C;689;0;0;689;521;0;521;12;11;51;175;87;15;1;41;10;88;20;2;4;3;1;0
31;203;Petilla de Aragón;1-001 -U;39;0;0;39;32;0;32;0;1;5;8;7;0;1;1;3;1;4;0;0;0;0;1
31;204;Piedramillera;1-001 -U;38;0;0;38;33;0;33;0;1;3;16;1;4;0;1;4;2;1;0;0;0;0;0
31;205;Pitillas;1-001 -U;439;0;0;439;312;0;312;2;10;26;69;94;31;1;8;16;45;6;1;1;1;1;0
31;206;Puente la Reina - Gares;1-001 -A;512;0;0;512;416;0;416;9;10;64;102;39;75;1;21;15;55;4;7;2;6;3;3
31;206;Puente la Reina - Gares;1-001 -B;506;0;0;506;383;0;383;6;13;64;105;28;84;3;8;12;43;4;2;3;2;5;1
31;206;Puente la Reina - Gares;1-002 -A;539;0;0;539;417;0;417;6;16;80;106;25;77;3;16;20;46;14;0;4;0;1;3
31;206;Puente la Reina - Gares;1-002 -B;548;0;0;548;425;0;425;8;19;67;103;40;71;5;7;24;55;16;2;1;5;0;2
31;207;Pueyo;1-001 -U;275;0;0;275;206;0;206;4;2;24;48;14;70;2;5;6;23;1;3;0;1;0;3
31;208;Ribaforada;1-001 -A;412;0;0;412;342;0;342;15;6;27;92;104;4;0;30;21;26;10;1;1;2;1;2
