Codcir;Codmun;Municipio;Mesa;Censo;Certif_alta;Certif_correc;Censo total;Votos_electores;Votos_interventores;Votos_totales;Votos_nulos;Votos_blancos;Geroa Bai;UPN;PSN;EH Bildu;UPyD;I-E;PP;Podemos;Ciudadanos;LN;Equo;PACMA;SAIn;RCN-NOK
31;208;Ribaforada;1-001 -B;515;0;0;515;415;0;415;8;7;30;106;129;2;3;32;41;42;9;1;2;1;0;2
31;208;Ribaforada;2-001 -A;507;0;0;507;397;0;397;5;9;49;86;129;8;1;21;25;53;2;1;0;4;0;4
31;208;Ribaforada;2-001 -B;552;0;0;552;409;0;409;5;5;41;57;185;8;0;20;23;54;8;0;1;1;1;0
31;208;Ribaforada;2-001 -C;592;0;0;592;451;0;451;8;6;28;103;173;8;3;24;30;52;12;0;0;2;0;2
31;209;Romanzado;1-001 -U;156;0;0;156;111;0;111;4;2;14;24;7;24;1;3;4;27;0;0;0;0;0;1
31;210;Roncal - Erronkari;1-001 -U;203;0;0;203;165;0;165;1;5;39;37;21;34;2;5;6;11;3;0;0;0;1;0
31;212;Sada;1-001 -U;158;0;0;158;109;0;109;0;4;7;67;14;2;0;1;3;11;0;0;0;0;0;0
31;213;Saldías;1-001 -U;108;0;0;108;67;0;67;0;0;15;4;1;33;0;0;2;11;1;0;0;0;0;0
31;214;Salinas de Oro - Jaitz;1-001 -U;94;0;0;94;64;0;64;1;0;18;11;5;13;0;5;2;5;2;0;0;2;0;0
31;215;San Adrián;1-001 -A;579;0;0;579;384;0;384;3;10;12;146;122;8;0;3;19;43;12;0;2;2;0;2
31;215;San Adrián;1-001 -B;506;0;0;506;345;0;345;5;9;18;121;96;6;1;6;21;38;15;1;0;4;1;3
31;215;San Adrián;1-002 -A;766;0;0;766;550;1;551;20;20;17;193;174;5;2;8;41;44;20;0;3;3;0;1
31;215;San Adrián;1-002 -B;724;0;0;724;532;0;532;10;10;19;191;185;6;7;2;34;41;20;0;2;3;2;0
31;215;San Adrián;2-001 -A;646;0;0;646;450;0;450;9;5;11;159;153;12;1;2;27;41;14;0;2;10;1;3
31;215;San Adrián;2-001 -B;563;0;0;563;398;0;398;11;8;10;144;117;1;1;7;23;59;14;1;1;1;0;0
31;215;San Adrián;2-002 -A;462;0;0;462;321;0;321;10;4;11;114;117;5;1;4;7;31;11;0;1;3;0;2
31;215;San Adrián;2-002 -B;407;0;0;407;277;0;277;10;8;6;81;87;5;1;5;20;36;13;0;1;2;1;1
31;217;San Martín de Unx;1-001 -U;342;0;0;342;235;0;235;5;6;17;86;30;27;0;6;17;27;1;4;2;7;0;0
31;216;Sangüesa - Zangoza;1-001 -A;700;0;0;700;492;0;492;3;20;80;151;58;58;4;14;16;66;15;1;2;2;0;2
31;216;Sangüesa - Zangoza;1-001 -B;742;0;0;742;518;0;518;8;20;90;165;61;54;3;12;13;63;10;5;3;6;0;5
31;216;Sangüesa - Zangoza;2-001 -A;396;0;0;396;291;0;291;1;2;41;90;26;36;2;15;17;47;3;3;2;2;0;4
31;216;Sangüesa - Zangoza;2-001 -B;397;0;0;397;317;0;317;4;4;55;101;34;37;2;19;5;44;5;1;2;1;0;3
31;216;Sangüesa - Zangoza;2-002 -A;502;0;0;502;341;0;341;2;11;57;94;32;42;3;13;5;65;8;1;1;5;0;2
31;216;Sangüesa - Zangoza;2-002 -B;627;0;0;627;402;1;403;7;7;67;105;52;52;1;16;9;66;7;3;0;2;0;9
31;216;Sangüesa - Zangoza;2-002 -C;528;0;0;528;362;0;362;2;9;58;115;41;33;0;7;12;58;14;1;2;5;0;5
31;219;Sansol;1-001 -U;87;0;0;87;66;0;66;2;2;6;23;18;3;2;2;2;4;0;0;0;1;0;1
31;220;Santacara;1-001 -A;361;0;0;361;280;0;280;2;5;10;120;54;10;1;9;23;33;5;2;1;1;1;3
31;220;Santacara;1-001 -B;387;0;0;387;308;0;308;6;5;14;133;55;8;1;8;11;51;14;1;0;1;0;0
31;222;Sarriés - Sartze;1-001 -U;63;0;0;63;39;0;39;0;4;9;1;5;11;1;3;0;4;0;0;0;0;0;1
31;223;Sartaguda;1-001 -A;412;0;0;412;303;0;303;5;7;20;94;62;39;2;10;11;33;10;1;0;6;0;3
31;223;Sartaguda;1-001 -B;597;0;0;597;449;0;449;8;5;46;104;97;97;1;9;15;58;4;0;0;5;0;0
31;224;Sesma;1-001 -A;467;0;0;467;337;0;337;2;7;15;101;132;10;0;17;14;32;5;1;1;0;0;0
31;224;Sesma;1-001 -B;454;0;0;454;345;0;345;3;8;15;110;143;10;0;13;13;27;2;0;0;0;1;0
31;225;Sorlada;1-001 -U;36;0;0;36;32;0;32;0;0;8;6;8;2;0;0;1;4;3;0;0;0;0;0
31;226;Sunbilla;1-001 -U;582;0;0;582;350;0;350;5;3;133;24;12;141;1;2;6;22;1;0;0;0;0;0
31;227;Tafalla;1-001 -U;552;0;0;552;508;1;509;4;12;64;181;49;109;1;11;6;53;12;1;1;1;0;4
31;227;Tafalla;1-002 -A;685;0;0;685;424;0;424;6;11;66;125;52;92;1;8;7;45;4;1;2;2;1;1
31;227;Tafalla;1-002 -B;619;0;0;619;458;0;458;13;5;76;140;51;94;1;13;8;48;3;1;4;1;0;0
31;227;Tafalla;1-002 -C;497;0;0;497;373;1;374;8;9;42;121;47;65;0;12;6;41;13;1;4;1;1;3
31;227;Tafalla;1-003 -A;451;0;0;451;306;0;306;1;6;55;73;50;58;2;12;3;40;2;0;0;2;1;1
31;227;Tafalla;1-003 -B;546;0;0;546;374;1;375;12;7;44;68;68;96;0;13;4;56;3;1;2;1;0;0
31;227;Tafalla;1-003 -C;505;0;0;505;366;1;367;6;5;37;82;76;70;1;12;8;49;7;0;2;8;0;4
31;227;Tafalla;2-001 -A;489;0;0;489;380;0;380;11;10;47;84;35;95;0;9;7;74;4;0;2;0;0;2
31;227;Tafalla;2-001 -B;535;0;0;535;421;0;421;8;9;66;87;59;94;1;9;6;65;8;1;4;2;0;2
31;227;Tafalla;2-001 -C;470;0;0;470;365;1;366;11;7;40;100;38;99;1;3;5;51;5;3;0;2;0;1
31;227;Tafalla;2-002 -A;631;0;0;631;458;1;459;6;15;44;68;43;180;0;16;3;67;8;0;0;5;2;2
31;227;Tafalla;2-002 -B;655;0;0;655;469;0;469;3;12;40;85;59;160;1;12;6;71;7;3;3;3;1;3
31;227;Tafalla;2-003 -A;491;0;0;491;351;1;352;2;8;38;58;66;95;1;22;3;50;1;0;3;3;2;0
31;227;Tafalla;2-003 -B;439;0;0;439;309;1;310;1;4;27;41;67;100;1;9;3;46;4;0;4;2;0;1
31;227;Tafalla;2-004 -U;696;0;0;696;502;1;503;6;12;66;87;55;120;0;23;10;100;10;4;3;3;1;3
31;228;Tiebas-Muruarte de Reta;1-001 -U;489;0;0;489;377;0;377;4;13;55;85;50;23;4;14;16;72;24;2;5;6;0;4
31;229;Tirapu;1-001 -U;49;0;0;49;38;0;38;0;0;1;6;2;6;0;0;12;8;2;0;0;0;1;0
31;230;Torralba del Río;1-001 -U;107;0;0;107;84;0;84;0;1;12;39;9;4;0;2;6;11;0;0;0;0;0;0
31;231;Torres del Río;1-001 -U;118;0;0;118;84;0;84;0;2;3;36;12;3;0;2;6;14;6;0;0;0;0;0
31;232;Tudela;1-001 -A;679;0;0;679;399;0;399;6;9;16;117;82;17;8;37;25;63;11;1;2;4;0;1
31;232;Tudela;1-001 -B;623;0;0;623;382;0;382;6;10;28;102;50;19;9;41;31;58;15;4;3;3;2;1
31;232;Tudela;1-002 -A;456;0;0;456;302;0;302;7;13;18;84;44;19;4;26;21;43;12;0;3;5;1;2
31;232;Tudela;1-002 -B;475;0;0;475;336;0;336;7;7;24;83;43;30;6;42;20;41;20;2;5;4;0;2
31;232;Tudela;2-001 -A;464;0;0;464;295;0;295;6;6;22;70;37;20;5;25;16;68;13;2;2;3;0;0
31;232;Tudela;2-001 -B;467;0;0;467;310;0;310;5;8;20;76;67;23;2;33;11;39;13;4;2;3;1;3
31;232;Tudela;2-001 -C;307;0;0;307;233;0;233;2;4;6;95;28;13;5;17;18;30;10;2;0;2;1;0
31;232;Tudela;2-002 -A;683;0;0;683;444;0;444;2;11;29;146;63;25;8;33;27;59;27;0;5;2;2;5
31;232;Tudela;2-002 -B;747;0;0;747;461;0;461;2;5;23;140;70;18;6;42;37;71;35;1;4;4;1;2
31;232;Tudela;2-003 -A;446;0;0;446;315;0;315;6;3;20;149;38;8;2;18;32;16;18;0;3;1;0;1
31;232;Tudela;2-003 -B;513;0;0;513;349;0;349;8;9;13;151;44;2;3;21;51;16;23;0;2;3;0;3
31;232;Tudela;2-004 -A;672;0;0;672;439;0;439;9;14;32;109;69;10;9;40;36;65;34;1;4;4;0;3
31;232;Tudela;2-004 -B;715;0;0;715;439;0;439;5;17;25;107;82;18;5;34;34;60;38;3;6;3;0;2
31;232;Tudela;2-004 -C;722;0;0;722;483;0;483;9;14;39;115;72;22;7;63;30;66;29;2;6;6;1;2
31;232;Tudela;2-005 -U;687;0;0;687;452;0;452;11;8;23;188;64;14;6;31;31;57;16;0;1;1;0;1
31;232;Tudela;2-006 -A;467;0;0;467;323;0;323;5;8;19;70;67;8;6;32;19;55;22;0;4;7;0;1
31;232;Tudela;2-006 -B;459;0;0;459;330;0;330;8;7;17;88;57;18;10;31;23;49;12;0;3;6;1;0
31;232;Tudela;3-001 -A;598;1;0;599;395;0;395;2;6;24;176;58;7;2;14;41;41;17;0;2;2;1;2
31;232;Tudela;3-001 -B;689;0;0;689;455;0;455;14;16;17;179;51;12;8;21;46;62;22;0;2;4;1;0
31;232;Tudela;3-002 -A;479;0;0;479;325;0;325;6;10;19;96;67;11;2;27;31;41;9;0;3;3;0;0
31;232;Tudela;3-002 -B;420;0;0;420;283;0;283;3;6;16;89;60;8;3;27;27;25;13;0;1;2;1;2
31;232;Tudela;3-003 -A;547;0;0;547;374;0;374;5;12;24;102;67;12;3;35;30;54;27;0;2;1;0;0
31;232;Tudela;3-003 -B;615;0;0;615;402;0;402;9;8;31;114;69;12;5;43;35;56;17;0;2;0;0;1
31;232;Tudela;3-004 -A;477;0;0;477;319;0;319;3;11;18;119;53;4;5;16;29;36;20;0;4;1;0;0
31;232;Tudela;3-004 -B;565;0;0;565;384;0;384;5;9;25;136;64;11;3;38;31;41;14;2;2;3;0;0
31;232;Tudela;3-004 -C;465;0;0;465;305;0;305;3;12;25;94;42;6;6;18;33;36;23;1;1;3;0;2
31;232;Tudela;3-005 -A;627;0;0;627;414;0;414;7;11;23;96;79;18;7;30;36;59;34;1;1;10;0;2
31;232;Tudela;3-005 -B;741;0;0;741;491;0;491;9;9;37;111;88;14;12;36;39;93;33;0;2;6;1;1
31;232;Tudela;3-005 -C;649;0;0;649;414;0;414;8;10;31;78;97;8;8;40;27;72;29;2;0;4;0;0
31;232;Tudela;3-006 -U;706;0;0;706;430;0;430;6;4;18;130;112;10;8;32;19;70;11;2;3;4;0;1
31;232;Tudela;3-007 -A;646;0;0;646;458;0;458;8;23;41;135;47;16;8;38;45;52;32;1;4;6;1;1
31;232;Tudela;3-007 -B;648;0;0;648;487;0;487;15;20;33;150;69;11;12;39;37;59;34;2;4;1;0;1
31;232;Tudela;4-001 -U;617;0;0;617;387;0;387;3;9;11;109;66;20;8;27;39;74;18;1;2;0;0;0
31;232;Tudela;4-002 -A;586;1;0;587;356;0;356;8;8;18;65;99;12;4;38;31;48;11;2;0;9;1;2
31;232;Tudela;4-002 -B;622;0;0;622;388;0;388;8;9;17;71;116;14;5;35;27;61;15;1;0;7;0;2
31;232;Tudela;4-003 -A;588;0;0;588;366;0;366;7;11;17;80;68;13;8;33;39;63;15;0;3;7;1;1
31;232;Tudela;4-003 -B;568;0;0;568;403;0;403;5;5;21;97;81;15;9;40;25;75;15;0;4;8;1;2
31;232;Tudela;4-004 -A;631;0;0;631;375;0;375;21;5;21;78;86;13;5;32;18;69;15;2;3;4;2;1
31;232;Tudela;4-004 -B;732;0;0;732;506;0;506;17;7;35;101;106;16;7;54;28;105;21;1;1;5;2;0
31;232;Tudela;4-005 -A;448;0;0;448;304;0;304;4;15;26;80;48;16;10;21;29;33;18;0;0;2;0;2
31;232;Tudela;4-005 -B;483;0;0;483;313;0;313;4;11;16;89;59;15;3;15;30;49;18;1;1;1;0;1
31;232;Tudela;4-006 -A;725;0;0;725;519;0;519;9;12;34;113;80;20;4;56;27;108;38;1;3;12;1;1
31;232;Tudela;4-006 -B;693;0;0;693;479;0;479;10;10;29;129;71;28;4;48;23;92;15;1;4;13;0;2
31;233;Tulebras;1-001 -U;99;0;0;99;76;0;76;2;0;3;28;15;0;0;3;12;7;3;2;0;1;0;0
31;234;Ucar;1-001 -U;147;0;0;147;104;0;104;0;2;13;32;12;8;1;5;5;20;4;0;0;0;1;1
31;123;Uharte Arakil;1-001 -U;663;0;0;663;435;0;435;7;7;87;80;25;155;0;4;15;39;5;1;2;1;3;4
31;235;Ujué;1-001 -U;167;0;0;167;129;0;129;3;4;17;23;19;34;0;3;3;18;3;0;1;0;1;0
31;236;Ultzama;1-001 -A;668;0;0;668;457;0;457;3;19;118;131;14;101;2;2;15;39;7;2;2;1;0;1
31;236;Ultzama;1-001 -B;657;0;0;657;490;0;490;9;6;117;123;12;118;2;16;31;48;4;0;0;1;1;2
31;237;Unciti;1-001 -U;193;0;0;193;156;0;156;1;2;35;56;9;7;0;8;3;19;10;2;0;2;0;2
31;238;Unzué - Untzue;1-001 -U;110;0;0;110;95;0;95;1;3;13;18;11;16;0;4;0;22;6;1;0;0;0;0
31;239;Urdazubi - Urdax;1-001 -U;313;0;0;313;274;0;274;7;14;102;65;7;45;0;2;8;12;9;1;0;2;0;0
31;240;Urdiain;1-001 -U;534;0;0;534;341;0;341;0;9;92;24;10;153;0;4;4;37;3;1;0;4;0;0
31;241;Urraul Alto;1-001 -U;135;0;0;135;113;0;113;2;7;19;37;6;9;0;9;7;12;4;0;1;0;0;0
31;242;Urraul Bajo;1-001 -U;253;0;0;253;173;0;173;2;5;19;64;5;31;0;4;8;24;7;1;1;0;0;2
31;244;Urroz;1-001 -U;158;0;0;158;101;0;101;0;5;32;9;5;27;1;2;4;7;3;3;1;0;1;1
31;243;Urroz-Villa;1-001 -U;323;0;0;323;241;0;241;6;8;35;61;15;66;1;7;1;27;10;0;4;0;0;0
31;245;Urzainqui - Urzainki;1-001 -U;84;0;0;84;55;0;55;0;3;11;20;2;12;0;3;0;2;0;2;0;0;0;0
31;246;Uterga;1-001 -U;140;0;0;140;104;0;104;0;5;18;28;4;16;0;9;2;17;3;0;0;1;0;1
31;247;Uztárroz - Uztarroze;1-001 -U;155;0;0;155;113;0;113;0;0;21;37;4;39;0;2;2;6;1;0;1;0;0;0
31;86;Valle de Egüés - Eguesibar;1-001 -A;356;0;0;356;271;0;271;2;4;44;125;11;37;2;7;5;15;12;0;4;1;1;1
31;86;Valle de Egüés - Eguesibar;1-001 -B;422;0;0;422;305;0;305;1;4;57;141;9;24;3;5;13;23;19;0;3;1;2;0
31;86;Valle de Egüés - Eguesibar;1-001 -C;318;0;0;318;246;0;246;0;3;74;57;10;29;1;10;7;38;9;1;1;3;1;2
31;86;Valle de Egüés - Eguesibar;1-001 -D;562;0;0;562;420;0;420;3;4;69;159;24;42;4;8;13;59;25;0;7;1;1;1
31;86;Valle de Egüés - Eguesibar;1-004 -A;745;0;0;745;572;0;572;2;11;59;317;24;12;4;9;51;19;50;2;3;6;2;1
31;86;Valle de Egüés - Eguesibar;1-004 -B;733;0;0;733;524;0;524;4;18;59;272;25;13;9;3;62;14;36;0;5;1;2;1
31;86;Valle de Egüés - Eguesibar;1-005 -A;462;0;0;462;372;0;372;2;7;36;206;15;9;0;6;28;28;31;0;2;1;1;0
31;86;Valle de Egüés - Eguesibar;1-005 -B;525;0;0;525;395;0;395;4;8;45;208;14;7;3;8;39;16;38;1;1;0;2;1
31;86;Valle de Egüés - Eguesibar;1-006 -A;725;0;0;725;546;0;546;2;9;145;70;62;56;1;34;12;121;15;1;7;3;2;6
31;86;Valle de Egüés - Eguesibar;1-006 -B;807;5;0;812;593;0;593;1;8;133;98;47;52;1;40;14;152;22;2;5;10;3;5
31;86;Valle de Egüés - Eguesibar;1-007 -A;756;0;0;756;563;0;563;4;11;144;99;44;81;2;31;16;95;20;0;9;1;3;3
31;86;Valle de Egüés - Eguesibar;1-007 -B;797;0;0;797;585;0;585;4;7;123;109;35;72;2;25;16;141;27;0;14;5;2;3
31;86;Valle de Egüés - Eguesibar;1-008 -A;541;0;0;541;392;0;392;0;6;100;51;18;63;2;18;7;89;25;2;4;4;3;0
31;86;Valle de Egüés - Eguesibar;1-008 -B;552;0;0;552;399;0;399;0;9;103;59;27;54;2;29;12;76;12;3;4;5;3;1
31;86;Valle de Egüés - Eguesibar;1-009 -A;611;0;0;611;456;0;456;3;14;108;70;34;70;1;23;8;92;20;1;4;4;1;3
31;86;Valle de Egüés - Eguesibar;1-009 -B;682;0;0;682;508;0;508;2;8;127;65;41;89;4;24;7;106;22;1;6;4;1;1
31;86;Valle de Egüés - Eguesibar;1-009 -C;602;0;0;602;419;0;419;1;6;96;57;36;65;3;20;7;102;14;1;4;1;1;5
31;86;Valle de Egüés - Eguesibar;1-010 -A;807;0;0;807;597;0;597;3;5;155;84;35;88;2;33;11;129;28;0;0;5;6;13
31;86;Valle de Egüés - Eguesibar;1-010 -B;856;0;0;856;597;0;597;3;12;142;71;56;83;2;33;11;136;21;1;11;3;4;8
31;86;Valle de Egüés - Eguesibar;1-011 -A;523;0;0;523;390;0;390;7;10;89;53;32;53;3;25;4;84;16;2;6;1;3;2
31;86;Valle de Egüés - Eguesibar;1-011 -B;569;0;0;569;418;0;418;8;6;99;65;33;51;4;27;7;72;17;2;7;14;4;2
31;260;Valle de Yerri - Deierri;1-001 -A;440;0;0;440;280;0;280;2;11;54;71;17;72;1;7;10;26;4;0;4;0;0;1
31;260;Valle de Yerri - Deierri;1-001 -B;396;0;0;396;269;0;269;4;5;33;84;23;60;2;7;15;27;4;2;1;1;0;1
31;260;Valle de Yerri - Deierri;1-001 -C;402;0;0;402;268;0;268;2;5;36;87;17;67;0;3;7;30;6;2;0;3;0;3
31;249;Valtierra;1-001 -A;610;0;0;610;424;0;424;16;15;14;120;190;8;1;10;7;36;4;0;0;2;0;1
31;249;Valtierra;1-001 -B;515;0;0;515;366;1;367;19;11;18;127;126;10;1;15;7;28;3;0;2;0;0;0
31;249;Valtierra;2-001 -A;393;0;0;393;307;1;308;15;7;21;72;132;16;2;6;4;22;9;0;0;0;0;2
31;249;Valtierra;2-001 -B;366;0;0;366;289;0;289;8;12;12;84;108;9;0;14;8;29;3;0;1;1;0;0
31;251;Viana;1-001 -A;513;0;0;513;371;0;371;7;2;62;142;45;36;2;7;14;36;13;0;1;3;0;1
31;251;Viana;1-001 -B;529;0;0;529;386;0;386;12;4;59;146;75;21;2;7;12;27;17;0;2;1;1;0
31;251;Viana;1-001 -C;419;0;0;419;308;0;308;2;4;43;112;51;23;1;4;8;43;7;2;3;3;1;1
31;251;Viana;1-002 -A;532;0;0;532;385;0;385;7;12;57;94;81;44;3;7;3;53;13;1;5;3;1;1
31;251;Viana;1-002 -B;579;0;0;579;415;0;415;10;8;60;103;97;29;2;5;12;67;17;1;0;4;0;0
31;251;Viana;2-001 -U;560;0;0;560;386;0;386;4;12;45;97;98;38;0;5;17;42;14;0;4;7;0;3
31;252;Vidángoz - Bidankoze;1-001 -U;88;0;0;88;62;0;62;0;0;12;18;0;22;1;0;4;4;0;1;0;0;0;0
31;254;Villafranca;1-001 -A;560;0;0;560;435;0;435;5;2;24;194;124;21;0;4;8;41;9;0;1;0;1;1
31;254;Villafranca;1-001 -B;572;0;0;572;457;0;457;5;3;33;176;148;11;0;9;7;53;10;0;2;0;0;0
31;254;Villafranca;2-001 -A;387;0;0;387;295;0;295;3;7;18;90;88;22;2;15;6;33;6;0;0;3;1;1
31;254;Villafranca;2-001 -B;403;0;0;403;326;0;326;2;1;23;92;97;22;1;13;4;54;12;1;1;1;1;1
31;255;Villamayor de Monjardín;1-001 -U;100;0;0;100;73;0;73;1;1;5;32;13;6;0;2;1;10;1;0;0;0;1;0
31;257;Villatuerta;1-001 -A;457;0;0;457;340;0;340;10;10;58;93;44;43;2;4;11;45;9;0;1;6;0;4
31;257;Villatuerta;1-001 -B;401;0;0;401;307;0;307;0;8;64;80;46;35;2;11;3;36;12;3;2;4;0;1
31;258;Villava - Atarrabia;1-001 -A;614;0;0;614;437;0;437;3;5;96;89;24;112;3;17;6;62;9;0;2;2;2;5
31;258;Villava - Atarrabia;1-001 -B;634;0;0;634;445;0;445;5;8;91;82;34;113;0;12;10;69;12;2;2;3;0;2
31;258;Villava - Atarrabia;1-001 -C;512;0;0;512;357;0;357;7;5;78;55;28;100;0;12;11;49;4;2;1;2;0;3
31;258;Villava - Atarrabia;2-001 -A;629;0;0;629;451;0;451;6;4;104;70;32;140;3;20;3;43;13;2;6;4;0;1
31;258;Villava - Atarrabia;2-001 -B;631;0;0;631;463;0;463;4;6;95;75;29;133;4;26;3;69;9;2;1;5;0;2
31;258;Villava - Atarrabia;2-002 -A;575;0;0;575;431;0;431;5;5;80;67;58;108;0;16;4;62;9;3;3;7;1;3
31;258;Villava - Atarrabia;2-002 -B;580;0;0;580;414;0;414;4;5;78;70;51;88;2;16;8;69;13;0;5;3;2;0
31;258;Villava - Atarrabia;2-002 -C;514;0;0;514;366;0;366;3;8;83;53;39;80;1;19;5;59;9;2;2;1;0;2
31;258;Villava - Atarrabia;2-003 -A;811;0;0;811;603;0;603;6;7;149;146;34;128;1;24;8;72;13;5;2;7;1;0
31;258;Villava - Atarrabia;2-003 -B;818;0;0;818;595;0;595;4;4;143;128;48;133;0;19;13;81;10;1;3;6;0;2
31;258;Villava - Atarrabia;2-004 -A;760;0;0;760;588;0;588;6;6;151;72;72;157;3;27;3;76;6;2;2;2;1;2
31;258;Villava - Atarrabia;2-004 -B;737;0;0;737;566;0;566;7;8;112;77;68;129;1;19;9;96;14;3;4;9;4;6
31;261;Yesa;1-001 -U;241;0;0;241;195;0;195;2;4;18;68;27;21;2;8;10;20;5;1;2;3;0;4
31;262;Zabalza - Zabaltza;1-001 -U;212;0;0;212;178;0;178;1;1;41;44;2;34;0;8;3;38;0;1;3;1;0;1
31;73;Ziordia;1-001 -U;326;0;0;326;263;0;263;5;1;55;31;8;120;0;2;10;22;5;0;3;0;0;1
31;907;Zizur Mayor - Zizur Nagusia;1-001 -A;540;0;0;540;415;0;415;4;16;79;154;18;46;3;6;14;49;19;0;4;0;0;3
31;907;Zizur Mayor - Zizur Nagusia;1-001 -B;562;0;0;562;426;0;426;2;9;66;189;31;38;5;10;9;40;16;1;5;0;1;4
31;907;Zizur Mayor - Zizur Nagusia;1-002 -A;678;0;0;678;490;0;490;4;10;104;139;46;48;2;14;20;62;22;1;6;5;5;2
31;907;Zizur Mayor - Zizur Nagusia;1-002 -B;674;0;0;674;463;0;463;2;11;87;137;49;65;1;20;13;44;19;0;5;5;1;4
31;907;Zizur Mayor - Zizur Nagusia;1-003 -A;531;0;0;531;377;0;377;3;8;87;60;43;65;0;15;10;64;10;2;2;4;1;3
31;907;Zizur Mayor - Zizur Nagusia;1-003 -B;523;0;0;523;393;0;393;4;6;74;66;53;54;2;29;9;72;10;1;5;5;0;3
31;907;Zizur Mayor - Zizur Nagusia;1-003 -C;527;0;0;527;390;0;390;5;7;73;75;51;52;2;12;10;77;7;1;6;6;0;6
31;907;Zizur Mayor - Zizur Nagusia;1-004 -A;648;0;0;648;479;0;479;5;8;109;123;25;78;1;16;15;61;17;3;4;5;1;8
31;907;Zizur Mayor - Zizur Nagusia;1-004 -B;686;0;0;686;492;0;492;4;5;114;111;26;94;0;13;21;65;30;1;3;2;3;0
31;907;Zizur Mayor - Zizur Nagusia;1-004 -C;625;0;0;625;472;0;472;8;19;89;98;25;68;2;24;17;86;16;6;5;3;3;3
31;907;Zizur Mayor - Zizur Nagusia;1-005 -A;633;0;0;633;452;0;452;4;9;125;96;27;53;2;12;10;74;17;1;7;8;1;6
31;907;Zizur Mayor - Zizur Nagusia;1-005 -B;597;0;0;597;464;0;464;3;3;122;97;31;59;3;16;14;82;21;3;6;2;0;2
31;907;Zizur Mayor - Zizur Nagusia;1-006 -U;580;0;0;580;441;0;441;3;12;124;67;32;64;3;13;6;90;20;0;1;4;1;1
31;907;Zizur Mayor - Zizur Nagusia;1-007 -A;622;0;0;622;458;0;458;2;14;104;121;25;48;6;21;18;70;19;0;2;6;1;1
31;907;Zizur Mayor - Zizur Nagusia;1-007 -B;633;0;0;633;470;0;470;2;6;127;103;35;40;2;18;9;93;26;0;4;3;2;0
31;907;Zizur Mayor - Zizur Nagusia;1-008 -A;753;0;0;753;574;0;574;4;22;112;96;42;64;3;19;19;136;33;1;11;6;0;6
31;907;Zizur Mayor - Zizur Nagusia;1-008 -B;752;0;0;752;598;0;598;5;15;112;109;48;72;2;30;15;139;30;0;12;4;1;4
31;263;Zubieta;1-001 -U;241;0;0;241;191;0;191;1;4;56;7;9;89;0;0;11;12;1;0;0;1;0;0
31;264;Zugarramurdi;1-001 -U;180;0;0;180;114;0;114;1;3;23;20;2;33;0;2;6;21;1;0;1;0;0;1
31;265;Zúñiga;1-001 -U;85;0;0;85;56;0;56;1;3;13;9;2;15;0;4;2;3;3;1;0;0;0;0
31;990;Residentes Ausentes Navarra;99-001 -U;23156;0;0;23156;814;0;814;2;1;76;168;94;132;13;19;86;148;27;2;22;18;1;5
Total;;;;501252;15;0;501267;342088;85;342173;4280;6610;53497;92705;45164;48166;1740;12482;13289;46207;9993;955;2170;2304;880;1733
