Cód Cir;Cód Con;Concello;Mesa;Censo;Certif Alta;Censo Total;Votos Totais;Votos nulos;Votos brancos;Abstención;Votos Válidos;Votos Candidaturas;BNG;ECG;ESCANOS EN BRANCO;PACMA;PODEMOS-ALIANZA VERDE;PP;PSdeG-PSOE;PUM+J;SUMAR GALICIA;VOX
27;058;O Saviñao;01-001-A;601;0;601;429;6;4;172;423;419;69;0;1;2;0;258;79;0;1;9
27;058;O Saviñao;01-001-B;519;0;519;392;7;4;127;385;381;85;0;0;1;1;226;63;0;0;5
27;058;O Saviñao;01-001-C;209;0;209;151;4;0;58;147;147;24;0;0;0;0;99;24;0;0;0
27;058;O Saviñao;01-002-A;205;0;205;146;3;0;59;143;143;31;0;0;0;0;83;26;0;0;3
27;058;O Saviñao;01-002-B;221;0;221;151;1;2;70;150;148;49;0;0;1;0;75;21;1;0;1
27;058;O Saviñao;01-002-C;324;0;324;237;2;0;87;235;235;48;0;0;0;0;156;26;0;0;5
27;058;O Saviñao;01-003-A;486;0;486;362;0;4;124;362;358;64;0;1;1;0;228;59;0;1;4
27;058;O Saviñao;01-003-B;251;0;251;185;3;0;66;182;182;25;0;0;0;0;126;28;0;0;3
27;058;O Saviñao;01-003-C;249;0;249;200;1;0;49;199;199;22;0;0;0;0;163;9;0;0;5
27;063;O Valadouro;01-001-A;534;0;534;378;6;2;156;372;370;107;0;0;2;0;188;63;0;2;8
27;063;O Valadouro;01-001-B;565;0;565;403;3;2;162;400;398;133;0;0;0;1;180;76;0;2;6
27;063;O Valadouro;01-002-U;506;0;506;347;6;7;159;341;334;80;0;0;0;0;165;79;1;0;9
27;064;O Vicedo;01-001-U;836;0;836;566;14;4;270;552;548;110;1;0;2;0;342;83;0;5;5
27;064;O Vicedo;01-002-U;593;0;593;403;4;8;190;399;391;95;0;1;0;2;226;59;1;2;5
27;038;Ourol;01-001-A;364;0;364;269;3;1;95;266;265;51;0;0;0;0;137;68;1;3;5
27;038;Ourol;01-001-B;211;0;211;149;2;0;62;147;147;35;0;0;0;0;63;42;0;1;6
27;038;Ourol;01-001-C;287;0;287;203;3;4;84;200;196;37;0;0;0;0;84;68;0;1;6
27;039;Outeiro de Rei;01-001-A;897;0;897;645;5;4;252;640;636;191;0;2;3;2;345;77;0;2;14
27;039;Outeiro de Rei;01-001-B;687;0;687;554;2;5;133;552;547;102;0;0;0;0;385;47;0;2;11
27;039;Outeiro de Rei;01-002-U;617;0;617;479;6;2;138;473;471;109;0;0;1;1;311;41;0;1;7
27;039;Outeiro de Rei;01-003-U;685;0;685;544;9;4;141;535;531;107;0;0;2;0;318;84;0;1;19
27;039;Outeiro de Rei;01-004-A;370;0;370;279;7;0;91;272;272;72;0;1;2;0;154;34;1;0;8
27;039;Outeiro de Rei;01-004-B;325;0;325;257;1;4;68;256;252;52;1;0;1;0;162;28;0;2;6
27;039;Outeiro de Rei;01-005-U;956;0;956;722;14;13;234;708;695;188;0;2;5;2;396;79;0;4;19
27;040;Palas de Rei;01-001-A;567;0;567;393;4;2;174;389;387;96;1;0;0;1;224;54;1;2;8
27;040;Palas de Rei;01-001-B;528;0;528;399;4;7;129;395;388;88;0;0;0;2;229;65;1;1;2
27;040;Palas de Rei;01-002-A;232;0;232;182;1;1;50;181;180;24;0;0;0;0;135;19;0;0;2
27;040;Palas de Rei;01-002-B;302;5;307;231;1;0;76;230;230;65;0;0;0;0;129;31;0;1;4
27;040;Palas de Rei;01-003-A;380;0;380;283;2;1;97;281;280;47;0;0;1;0;198;31;0;0;3
27;040;Palas de Rei;01-003-B;364;0;364;267;1;3;97;266;263;36;0;1;0;1;183;40;0;1;1
27;040;Palas de Rei;01-004-U;501;0;501;383;2;0;118;381;381;44;0;0;0;0;269;64;0;1;3
27;041;Pantón;01-001-A;617;0;617;466;2;5;151;464;459;112;0;1;1;2;268;68;0;3;4
27;041;Pantón;01-001-B;359;0;359;273;1;0;86;272;272;66;0;1;0;1;172;27;2;0;3
27;041;Pantón;01-001-C;330;0;330;241;4;2;89;237;235;95;0;0;0;0;106;30;0;0;4
27;041;Pantón;01-002-A;204;0;204;144;0;3;60;144;141;34;0;2;0;0;96;8;0;0;1
27;041;Pantón;01-002-B;213;0;213;173;0;1;40;173;172;31;0;1;0;1;117;16;0;0;6
27;041;Pantón;01-002-C;341;0;341;246;1;2;95;245;243;61;0;1;0;0;150;28;0;1;2
27;042;Paradela;01-001-U;754;0;754;590;8;4;164;582;578;74;1;0;0;1;418;77;0;0;7
27;042;Paradela;01-002-A;371;0;371;291;3;2;80;288;286;58;0;0;0;0;179;45;0;0;4
27;042;Paradela;01-002-B;355;0;355;285;0;2;70;285;283;41;0;0;0;1;189;50;0;1;1
27;045;Pedrafita do Cebreiro;01-001-A;341;0;341;249;4;0;92;245;245;25;0;0;0;0;123;95;0;0;2
27;045;Pedrafita do Cebreiro;01-001-B;249;0;249;179;2;1;70;177;176;24;0;2;0;0;51;96;0;1;2
27;045;Pedrafita do Cebreiro;01-001-C;267;0;267;182;0;2;85;182;180;23;0;0;0;0;65;88;0;1;3
27;046;Pol;01-001-A;350;0;350;265;5;2;85;260;258;53;0;0;0;0;116;87;0;0;2
27;046;Pol;01-001-B;254;0;254;197;5;2;57;192;190;32;0;0;0;1;100;54;0;2;1
27;046;Pol;01-002-A;345;0;345;260;1;1;85;259;258;70;0;0;0;0;99;82;0;1;6
27;046;Pol;01-002-B;204;0;204;168;4;1;36;164;163;42;0;0;0;0;78;42;0;0;1
27;046;Pol;01-002-C;209;0;209;168;1;0;41;167;167;28;0;0;0;2;96;37;0;0;4
27;049;Portomarín;01-001-A;606;0;606;459;5;1;147;454;453;68;0;0;0;0;314;66;0;1;4
27;049;Portomarín;01-001-B;321;0;321;233;2;1;88;231;230;41;0;0;0;0;148;35;0;0;6
27;049;Portomarín;01-001-C;283;0;283;210;4;1;73;206;205;25;0;0;1;0;140;34;2;0;3
27;050;Quiroga;01-001-A;610;0;610;406;3;6;204;403;397;87;0;1;1;0;250;54;0;1;3
27;050;Quiroga;01-001-B;852;0;852;585;10;2;267;575;573;115;0;2;3;1;324;110;0;2;16
27;050;Quiroga;01-002-A;511;0;511;356;9;1;155;347;346;56;0;0;1;3;206;69;0;4;7
27;050;Quiroga;01-002-B;331;0;331;223;3;0;108;220;220;38;0;0;1;0;148;29;0;1;3
27;050;Quiroga;01-002-C;373;0;373;270;1;1;103;269;268;62;0;0;0;0;157;48;0;0;1
27;051;Ribadeo;01-001-A;571;0;571;387;3;2;184;384;382;117;0;1;2;0;194;62;0;1;5
27;051;Ribadeo;01-001-B;586;0;586;405;3;2;181;402;400;134;1;2;1;1;171;71;0;6;13
27;051;Ribadeo;01-001-C;576;0;576;362;2;3;214;360;357;110;0;0;1;0;183;55;0;4;4
27;051;Ribadeo;01-002-A;583;0;583;378;2;3;205;376;373;94;0;0;1;0;212;53;1;7;5
27;051;Ribadeo;01-002-B;683;0;683;445;4;0;238;441;441;135;0;0;0;1;217;68;1;8;11
27;051;Ribadeo;01-002-C;657;0;657;433;2;2;224;431;429;123;0;1;0;2;232;58;0;2;11
27;051;Ribadeo;01-003-A;600;0;600;375;2;4;225;373;369;111;0;2;3;1;180;60;0;4;8
27;051;Ribadeo;01-003-B;635;0;635;385;5;7;250;380;373;114;0;0;1;1;199;48;0;3;7
27;051;Ribadeo;01-003-C;575;1;576;355;4;4;221;351;347;88;1;0;1;1;186;59;0;2;9
27;051;Ribadeo;01-004-A;297;0;297;214;2;0;83;212;212;61;0;0;0;0;118;27;0;2;4
27;051;Ribadeo;01-004-B;605;0;605;421;5;1;184;416;415;118;0;2;0;1;220;62;0;3;9
27;051;Ribadeo;01-005-A;486;0;486;361;3;1;125;358;357;109;0;0;2;0;202;34;0;4;6
27;051;Ribadeo;01-005-B;382;0;382;276;6;3;106;270;267;67;1;3;0;0;169;20;1;1;5
27;051;Ribadeo;01-006-A;548;0;548;389;4;2;159;385;383;131;0;0;1;0;222;17;0;6;6
27;051;Ribadeo;01-006-B;207;0;207;166;0;3;41;166;163;50;0;0;0;1;103;8;0;0;1
27;052;Ribas de Sil;01-001-U;811;0;811;576;2;2;235;574;572;97;0;0;0;0;283;179;1;2;10
27;053;Ribeira de Piquín;01-001-U;464;0;464;381;7;2;83;374;372;29;1;0;0;0;145;189;0;1;7
27;054;Riotorto;01-001-A;432;0;432;352;8;3;80;344;341;103;0;0;1;0;159;74;0;1;3
27;054;Riotorto;01-001-B;269;0;269;221;0;0;48;221;221;51;0;0;0;0;141;28;0;1;0
27;054;Riotorto;01-001-C;351;0;351;272;5;1;79;267;266;39;0;0;1;0;182;42;0;0;2
27;056;Rábade;01-001-A;551;0;551;376;3;1;175;373;372;88;0;0;0;0;204;77;1;0;2
27;056;Rábade;01-001-B;626;0;626;450;6;3;176;444;441;101;0;0;1;2;250;75;0;4;8
27;055;Samos;01-001-A;449;0;449;340;1;0;109;339;339;119;2;0;0;0;174;38;0;0;6
27;055;Samos;01-001-B;232;0;232;186;2;1;46;184;183;45;1;0;0;0;114;23;0;0;0
27;055;Samos;01-001-C;204;0;204;162;0;1;42;162;161;50;0;0;0;1;78;32;0;0;0
27;055;Samos;01-001-D;215;0;215;171;2;1;44;169;168;37;6;1;0;1;98;25;0;0;0
27;057;Sarria;01-001-A;628;0;628;473;10;8;155;463;455;130;0;1;0;2;253;55;2;4;8
27;057;Sarria;01-001-B;523;0;523;369;4;2;154;365;363;111;1;0;1;1;198;39;0;4;8
27;057;Sarria;01-001-C;547;0;547;386;4;3;161;382;379;107;0;0;0;1;204;54;0;3;10
27;057;Sarria;01-002-A;587;0;587;397;3;2;190;394;392;127;1;1;0;0;209;46;0;2;6
27;057;Sarria;01-002-B;900;0;900;629;6;9;271;623;614;178;2;0;1;1;339;78;1;3;11
27;057;Sarria;01-003-A;410;0;410;270;4;2;140;266;264;94;0;0;1;0;130;30;0;3;6
27;057;Sarria;01-003-B;620;0;620;407;1;6;213;406;400;144;0;0;1;4;187;55;0;1;8
27;057;Sarria;01-004-A;439;0;439;306;3;3;133;303;300;89;0;0;0;0;160;38;1;3;9
27;057;Sarria;01-004-B;689;0;689;502;4;6;187;498;492;120;0;0;1;1;283;65;1;5;16
27;057;Sarria;01-005-U;702;0;702;406;4;2;296;402;400;114;0;0;0;0;222;57;0;1;6
27;057;Sarria;01-006-A;354;0;354;242;2;2;112;240;238;73;0;0;1;0;138;21;0;4;1
27;057;Sarria;01-006-B;792;0;792;599;8;7;193;591;584;173;0;3;0;3;328;61;1;4;11
27;057;Sarria;01-007-A;409;0;409;267;3;2;142;264;262;80;1;0;0;0;126;49;0;1;5
27;057;Sarria;01-007-B;628;0;628;433;9;3;195;424;421;125;0;2;2;0;236;53;0;0;3
27;057;Sarria;02-001-A;219;0;219;172;1;0;47;171;171;35;0;0;0;0;108;20;1;0;7
27;057;Sarria;02-001-B;217;0;217;146;0;1;71;146;145;30;0;0;0;0;89;25;0;0;1
27;057;Sarria;02-001-C;423;0;423;320;2;1;103;318;317;92;0;0;1;1;182;39;0;0;2
27;057;Sarria;03-001-A;223;0;223;155;0;1;68;155;154;33;0;0;1;0;110;9;0;0;1
27;057;Sarria;03-001-B;372;0;372;239;3;1;133;236;235;64;0;0;1;1;132;35;0;0;2
27;057;Sarria;03-001-C;291;0;291;201;2;2;90;199;197;47;0;1;0;1;105;38;0;0;5
27;057;Sarria;04-001-A;379;0;379;260;11;0;119;249;249;87;0;0;0;1;128;26;0;0;7
27;057;Sarria;04-001-B;257;0;257;189;4;1;68;185;184;53;0;0;1;0;95;30;0;0;5
27;057;Sarria;04-001-C;217;0;217;160;1;0;57;159;159;42;0;0;0;0;85;31;0;0;1
27;059;Sober;01-001-A;302;0;302;201;2;1;101;199;198;38;0;2;0;0;140;13;0;1;4
27;059;Sober;01-001-B;213;0;213;153;5;1;60;148;147;25;0;0;1;0;94;23;0;0;4
27;059;Sober;01-001-C;259;0;259;169;3;0;90;166;166;50;0;0;0;0;96;15;0;0;5
27;059;Sober;01-002-A;346;0;346;264;8;3;82;256;253;43;0;0;0;0;179;27;0;1;3
27;059;Sober;01-002-B;207;0;207;157;2;2;50;155;153;35;0;0;0;0;112;4;0;0;2
27;059;Sober;01-003-A;280;0;280;209;6;0;71;203;203;32;0;0;0;0;139;22;1;0;9
27;059;Sober;01-003-B;278;0;278;213;5;3;65;208;205;63;0;0;0;2;104;29;0;3;4
27;060;Taboada;01-001-U;764;0;764;550;4;2;214;546;544;174;0;2;1;1;247;105;0;4;10
27;060;Taboada;01-002-U;626;0;626;432;3;0;194;429;429;65;0;0;0;0;256;102;0;1;5
27;060;Taboada;01-003-A;247;0;247;186;0;0;61;186;186;67;0;0;0;0;83;34;0;0;2
27;060;Taboada;01-003-B;242;0;242;190;1;0;52;189;189;52;0;1;0;0;102;31;0;0;3
27;060;Taboada;01-003-C;387;0;387;268;2;1;119;266;265;63;0;0;1;0;117;80;0;2;2
27;061;Trabada;01-001-A;567;0;567;480;7;2;87;473;471;46;0;1;0;3;233;180;0;1;7
27;061;Trabada;01-001-B;419;0;419;324;7;2;95;317;315;31;0;1;0;0;154;123;0;1;5
27;062;Triacastela;01-001-U;539;0;539;441;4;2;98;437;435;64;1;1;0;0;279;80;0;0;10
27;065;Vilalba;01-001-A;587;0;587;404;4;8;183;400;392;117;0;0;0;0;210;55;0;1;9
27;065;Vilalba;01-001-B;698;0;698;485;10;8;213;475;467;128;0;0;0;0;250;77;1;4;7
27;065;Vilalba;01-002-A;508;0;508;341;4;3;167;337;334;101;0;0;1;1;190;38;0;0;3
27;065;Vilalba;01-002-B;418;0;418;302;3;2;116;299;297;91;1;2;3;0;155;37;0;4;4
27;065;Vilalba;01-003-A;650;0;650;454;7;5;196;447;442;126;0;1;0;0;245;61;0;1;8
27;065;Vilalba;01-003-B;791;0;791;548;9;6;243;539;533;160;0;1;2;1;313;47;1;0;8
27;065;Vilalba;01-004-A;543;0;543;363;3;9;180;360;351;46;0;0;1;0;251;48;0;0;5
27;065;Vilalba;01-004-B;446;0;446;271;1;1;175;270;269;57;0;0;0;0;164;39;0;1;8
27;065;Vilalba;01-006-A;700;0;700;464;5;3;236;459;456;141;0;0;0;0;238;66;0;6;5
27;065;Vilalba;01-006-B;803;0;803;542;6;7;261;536;529;171;1;0;0;0;280;60;1;6;10
27;065;Vilalba;01-007-A;508;0;508;315;1;8;193;314;306;81;0;1;0;1;169;50;0;1;3
27;065;Vilalba;01-007-B;566;0;566;348;9;7;218;339;332;97;0;0;1;0;170;56;2;2;4
27;065;Vilalba;02-001-A;417;0;417;299;11;4;118;288;284;40;0;0;0;0;185;49;0;1;9
27;065;Vilalba;02-001-B;240;0;240;164;2;1;76;162;161;32;0;0;0;0;103;20;1;1;4
27;065;Vilalba;02-001-C;308;4;312;212;8;3;100;204;201;29;0;0;0;0;149;22;0;0;1
27;065;Vilalba;02-002-A;399;0;399;301;5;2;98;296;294;51;0;0;0;0;198;39;0;0;6
27;065;Vilalba;02-002-B;283;0;283;183;6;4;100;177;173;29;1;0;0;0;107;31;0;1;4
27;065;Vilalba;03-001-A;452;0;452;297;5;0;155;292;292;40;0;1;0;0;212;28;0;0;11
27;065;Vilalba;03-001-B;322;0;322;206;2;1;116;204;203;30;0;0;0;0;128;38;0;1;6
27;065;Vilalba;03-002-A;438;0;438;326;5;4;112;321;317;84;0;0;0;2;183;45;0;1;2
27;065;Vilalba;03-002-B;228;0;228;143;4;3;85;139;136;20;0;0;0;0;96;12;1;0;7
27;065;Vilalba;03-002-C;200;0;200;141;2;1;59;139;138;28;0;0;0;0;80;22;0;0;8
27;065;Vilalba;04-001-A;336;0;336;231;4;1;105;227;226;37;0;1;0;0;150;33;0;0;5
27;065;Vilalba;04-001-B;216;0;216;136;1;0;80;135;135;21;0;0;0;0;84;25;0;0;5
27;065;Vilalba;04-002-A;259;0;259;181;4;3;78;177;174;20;0;0;1;0;134;12;0;0;7
27;065;Vilalba;04-002-B;324;0;324;233;3;3;91;230;227;51;0;1;0;0;138;34;0;0;3
27;066;Viveiro;01-001-A;649;0;649;438;4;5;211;434;429;144;0;2;2;0;187;82;0;5;7
27;066;Viveiro;01-001-B;690;0;690;437;1;1;253;436;435;129;1;2;2;3;212;72;1;4;9
27;066;Viveiro;01-002-U;514;0;514;333;3;0;181;330;330;83;2;3;1;1;156;79;1;1;3
27;066;Viveiro;01-003-A;647;0;647;445;2;1;202;443;442;131;1;1;3;1;198;98;2;0;7
27;066;Viveiro;01-003-B;585;0;585;375;6;3;210;369;366;116;0;0;1;0;161;78;1;0;9
27;066;Viveiro;01-003-C;647;0;647;466;7;3;181;459;456;150;0;0;0;2;217;81;0;3;3
27;066;Viveiro;01-004-A;728;0;728;489;6;4;239;483;479;144;1;1;2;0;233;84;1;6;7
27;066;Viveiro;01-004-B;749;0;749;517;7;5;232;510;505;194;1;0;3;2;186;104;1;6;8
27;066;Viveiro;01-005-A;853;0;853;531;5;3;322;526;523;209;0;2;0;2;212;79;1;10;8
27;066;Viveiro;01-005-B;858;0;858;539;11;4;319;528;524;204;0;0;2;4;204;96;1;5;8
27;066;Viveiro;01-006-A;528;0;528;350;4;4;178;346;342;133;0;1;1;2;149;44;1;4;7
27;066;Viveiro;01-006-B;652;0;652;411;5;4;241;406;402;140;0;1;0;2;181;68;0;4;6
27;066;Viveiro;01-007-U;807;0;807;463;15;5;344;448;443;152;0;0;0;1;205;75;0;7;3
27;066;Viveiro;02-001-A;745;0;745;490;9;5;255;481;476;144;1;0;0;0;241;71;0;4;15
27;066;Viveiro;02-001-B;641;0;641;415;4;2;226;411;409;124;1;0;4;1;192;76;3;4;4
27;066;Viveiro;03-001-A;214;0;214;138;2;0;76;136;136;36;0;0;0;0;78;20;0;0;2
27;066;Viveiro;03-001-B;500;0;500;355;3;2;145;352;350;83;1;0;0;1;192;54;0;5;14
27;066;Viveiro;04-001-A;366;0;366;243;3;2;123;240;238;78;1;2;0;1;95;55;1;4;1
27;066;Viveiro;04-001-B;441;0;441;300;3;2;141;297;295;110;0;1;0;0;121;60;0;2;1
27;066;Viveiro;04-001-C;452;0;452;315;8;4;137;307;303;91;0;0;3;0;160;37;0;4;8
27;021;Xermade;01-001-A;487;0;487;347;7;4;140;340;336;72;0;0;0;0;196;62;0;2;4
27;021;Xermade;01-001-B;440;0;440;293;2;3;147;291;288;56;0;0;0;0;171;55;0;0;6
27;021;Xermade;01-001-C;592;0;592;376;11;0;216;365;365;84;2;1;0;1;187;80;0;2;8
27;025;Xove;01-001-A;641;0;641;475;14;5;166;461;456;153;0;3;3;0;237;54;0;2;4
27;025;Xove;01-001-B;701;0;701;503;4;3;198;499;496;150;0;1;3;1;265;60;1;4;11
27;025;Xove;01-002-U;682;0;682;475;1;3;207;474;471;164;0;0;0;1;260;39;0;2;5
27;025;Xove;02-001-A;342;0;342;271;5;1;71;266;265;89;0;0;1;1;144;27;0;1;2
27;025;Xove;02-001-B;282;0;282;217;2;0;65;215;215;58;0;0;0;1;126;22;0;2;6
27;990;Residentes ausentes-Lugo;99-001-U;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
27;990;Residentes ausentes-Lugo;99-002-U;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
27;990;Residentes ausentes-Lugo;99-003-U;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
27;990;Residentes ausentes-Lugo;99-004-U;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
27;990;Residentes ausentes-Lugo;99-005-U;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
27;990;Residentes ausentes-Lugo;99-006-U;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
27;990;Residentes ausentes-Lugo;99-007-U;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Total;;;;268077;32;268109;187225;2182;1634;80884;185043;183409;46575;247;560;449;323;98803;31845;147;1112;3348
